data,n_aparicoes,pgs
2018-12-19,3,"[26, 4]"
2018-12-20,7,"[33, 4, 7, 40, 12, 19, 26]"
2018-12-21,3,"[51, 4]"
2019-01-02,1,[4]
2019-01-03,1,[4]
2019-01-04,2,"[4, 12]"
2019-01-07,6,"[2, 11, 12]"
2019-01-08,7,"[2, 20]"
2019-01-09,2,"[2, 10]"
2019-01-10,2,"[2, 4]"
2019-01-11,10,"[2, 19, 20, 50]"
2019-01-14,8,"[8, 9, 2]"
2019-01-15,6,"[2, 35]"
2019-01-16,3,"[2, 30]"
2019-01-17,3,"[2, 4]"
2019-01-18,1,[2]
2019-01-21,8,"[2, 11, 58]"
2019-01-22,10,"[2, 34, 35, 5, 15, 17, 18]"
2019-01-23,5,"[2, 15]"
2019-01-24,6,"[80, 2, 27, 12]"
2019-01-25,8,"[2, 4, 39, 40, 7, 90]"
2019-01-28,5,"[2, 13]"
2019-01-29,11,"[2, 29, 30]"
2019-01-30,2,"[9, 2]"
2019-01-31,3,"[2, 22]"
2019-02-01,4,"[2, 27, 36]"
2019-02-04,5,"[2, 12]"
2019-02-05,8,"[16, 17, 2]"
2019-02-06,3,"[32, 33, 2]"
2019-02-07,5,"[2, 23]"
2019-02-08,5,"[24, 2, 4, 23]"
2019-02-11,3,"[32, 2, 31]"
2019-02-12,4,"[2, 28]"
2019-02-13,7,"[25, 2, 26]"
2019-02-14,5,"[2, 20, 21]"
2019-02-15,6,"[2, 30]"
2019-02-18,5,"[17, 2, 18]"
2019-02-19,6,"[2, 18]"
2019-02-20,6,"[2, 30, 31]"
2019-02-21,5,"[2, 15]"
2019-02-22,6,"[2, 74, 21]"
2019-02-25,4,"[2, 39]"
2019-02-26,7,"[2, 19, 20]"
2019-02-27,12,"[2, 23]"
2019-02-28,3,"[2, 67, 66]"
2019-03-01,2,"[10, 39]"
2019-03-06,4,[33]
2019-03-08,3,"[10, 31]"
2019-03-11,3,"[16, 56, 27]"
2019-03-12,6,"[35, 36]"
2019-03-13,3,[13]
2019-03-14,3,[30]
2019-03-15,2,"[33, 34]"
2019-03-18,2,[42]
2019-03-19,3,"[72, 31]"
2019-03-21,3,[34]
2019-03-22,1,[16]
2019-03-25,1,[27]
2019-03-28,3,"[28, 4, 5]"
2019-03-29,1,[97]
2019-04-01,10,"[28, 29]"
2019-04-02,4,[32]
2019-04-03,12,"[75, 33, 34, 35]"
2019-04-04,4,[27]
2019-04-05,7,[31]
2019-04-09,9,"[20, 5, 6]"
2019-04-10,2,"[9, 4]"
2019-04-11,3,[37]
2019-04-12,2,[38]
2019-04-16,4,"[4, 30]"
2019-04-17,4,"[42, 38]"
2019-04-18,7,"[34, 35, 36]"
2019-04-22,16,"[20, 21, 22]"
2019-04-23,5,"[32, 31]"
2019-04-24,4,"[32, 33]"
2019-04-25,7,"[34, 37, 31]"
2019-04-26,2,[26]
2019-04-29,16,"[4, 85, 84]"
2019-04-30,2,[40]
2019-05-02,5,"[32, 4, 31]"
2019-05-06,3,"[4, 36]"
2019-05-07,2,[26]
2019-05-08,13,"[4, 82, 85, 86, 87]"
2019-05-09,7,"[8, 33, 32, 63]"
2019-05-10,7,"[58, 7]"
2019-05-13,5,[28]
2019-05-14,7,[35]
2019-05-15,5,"[41, 10, 52]"
2019-05-16,2,[30]
2019-05-17,6,[32]
2019-05-20,10,"[36, 37]"
2019-05-21,5,[21]
2019-05-22,2,[26]
2019-05-23,1,[36]
2019-05-24,4,[41]
2019-05-27,5,[25]
2019-05-28,4,"[64, 63]"
2019-05-30,4,"[36, 37]"
2019-05-31,5,[56]
2019-06-03,2,[28]
2019-06-04,5,[36]
2019-06-05,5,[30]
2019-06-06,4,[33]
2019-06-07,10,"[32, 33]"
2019-06-10,5,[46]
2019-06-11,20,"[4, 37, 38, 36, 39]"
2019-06-12,9,[47]
2019-06-14,1,[4]
2019-06-18,6,[34]
2019-06-19,15,"[10, 34, 35, 21]"
2019-06-24,3,"[30, 31]"
2019-06-26,5,[37]
2019-06-27,9,"[32, 33]"
2019-06-28,3,[34]
2019-07-01,15,"[29, 30]"
2019-07-02,13,"[33, 34, 35]"
2019-07-03,19,"[40, 41, 39]"
2019-07-04,7,"[35, 36]"
2019-07-05,2,[35]
2019-07-08,22,"[48, 49, 47]"
2019-07-09,35,"[35, 4, 5, 6, 7]"
2019-07-10,10,"[49, 50]"
2019-07-11,3,[25]
2019-07-12,3,[37]
2019-07-15,4,[33]
2019-07-16,6,"[24, 25, 62]"
2019-07-17,2,[37]
2019-07-18,3,[32]
2019-07-19,12,"[18, 38, 39]"
2019-07-22,9,[18]
2019-07-23,4,"[24, 25]"
2019-07-25,4,[27]
2019-07-26,3,"[18, 36]"
2019-07-30,3,[52]
2019-07-31,2,[34]
2019-08-01,6,"[17, 19, 37]"
2019-08-05,6,"[34, 35]"
2019-08-06,9,[31]
2019-08-07,4,"[40, 41]"
2019-08-09,2,[40]
2019-08-12,3,"[29, 70]"
2019-08-13,11,"[4, 5, 6, 7, 37, 15, 16]"
2019-08-14,6,"[88, 87]"
2019-08-19,2,[48]
2019-08-20,3,[40]
2019-08-21,1,[40]
2019-08-22,7,"[36, 37]"
2019-08-26,4,[32]
2019-08-27,1,[4]
2019-08-28,7,[29]
2019-08-29,2,"[42, 4]"
2019-08-30,5,"[4, 46]"
2019-09-02,4,[31]
2019-09-03,2,[24]
2019-09-04,3,"[27, 7]"
2019-09-05,8,"[51, 45, 46]"
2019-09-06,1,[29]
2019-09-09,14,"[73, 27, 28, 31]"
2019-09-10,4,"[10, 62]"
2019-09-12,3,[33]
2019-09-13,4,[27]
2019-09-16,6,"[4, 37, 8, 24, 25]"
2019-09-17,3,[27]
2019-09-18,2,[30]
2019-09-19,7,[33]
2019-09-20,2,"[8, 34]"
2019-09-23,2,[43]
2019-09-24,10,"[30, 31]"
2019-09-25,2,[69]
2019-09-26,4,"[25, 26]"
2019-09-27,2,[68]
2019-09-30,1,[39]
2019-10-01,3,"[56, 57]"
2019-10-02,16,"[85, 10, 60, 61]"
2019-10-03,3,[35]
2019-10-04,7,"[99, 42, 43]"
2019-10-07,6,[40]
2019-10-08,2,[22]
2019-10-09,1,[69]
2019-10-10,2,"[51, 15]"
2019-10-11,4,"[4, 15]"
2019-10-16,8,"[80, 34, 4]"
2019-10-17,13,"[29, 14, 30]"
2019-10-18,2,[34]
2019-10-21,4,"[73, 20]"
2019-10-22,7,"[32, 33]"
2019-10-23,10,[30]
2019-10-24,5,"[32, 20, 6, 68]"
2019-10-25,3,"[82, 63]"
2019-10-29,1,[31]
2019-10-30,3,[33]
2019-10-31,2,[25]
2019-11-01,5,[43]
2019-11-05,5,"[29, 30]"
2019-11-06,5,"[32, 33]"
2019-11-07,8,"[33, 7]"
2019-11-08,32,"[64, 43, 44, 45, 46]"
2019-11-11,5,"[96, 4, 46]"
2019-11-12,4,[32]
2019-11-13,10,"[37, 36, 5]"
2019-11-14,9,"[36, 37]"
2019-11-18,11,"[56, 67, 55]"
2019-11-19,4,"[35, 12, 36]"
2019-11-20,9,"[35, 36]"
2019-11-21,1,[10]
2019-11-22,1,[62]
2019-11-25,2,[8]
2019-11-26,12,"[27, 28, 31]"
2019-11-27,2,[55]
2019-11-28,4,[52]
2019-11-29,8,"[32, 31]"
2019-12-02,3,"[38, 39]"
2019-12-03,8,[55]
2019-12-04,3,[32]
2019-12-05,3,"[48, 96, 94]"
2019-12-06,2,"[92, 7]"
2019-12-09,8,"[10, 38, 39]"
2019-12-11,6,[26]
2019-12-12,3,[31]
2019-12-13,3,[31]
2019-12-16,2,[35]
2019-12-17,8,"[10, 42, 43]"
2019-12-18,3,[26]
2019-12-19,4,[39]
2019-12-20,1,[28]
2019-12-27,15,"[73, 67, 69]"
2019-12-30,19,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]"
2019-12-31,3,"[6, 7]"
2020-01-02,6,"[26, 27]"
2020-01-03,2,[21]
2020-01-06,7,[38]
2020-01-07,3,"[20, 21]"
2020-01-08,2,[19]
2020-01-09,8,[26]
2020-01-10,5,[75]
2020-01-13,2,[23]
2020-01-15,17,"[8, 9, 24, 23]"
2020-01-16,4,[27]
2020-01-17,15,"[33, 98, 30, 31]"
2020-01-22,3,[34]
2020-01-23,5,"[36, 71, 40, 39, 12]"
2020-01-24,10,"[25, 26, 5]"
2020-01-27,3,[37]
2020-01-28,9,"[33, 20, 21]"
2020-01-29,5,[23]
2020-02-03,2,[34]
2020-02-04,3,"[34, 35]"
2020-02-05,4,[37]
2020-02-06,2,[36]
2020-02-07,5,"[37, 38]"
2020-02-10,4,[62]
2020-02-12,4,[27]
2020-02-13,1,[82]
2020-02-18,2,[35]
2020-02-19,5,[35]
2020-02-20,26,"[4, 5, 6, 7, 9, 10, 44, 14, 16]"
2020-02-24,4,"[24, 25]"
2020-02-27,3,[11]
2020-02-28,8,"[32, 31]"
2020-03-02,4,"[32, 33, 52]"
2020-03-03,4,[36]
2020-03-06,9,"[4, 13, 38, 7]"
2020-03-09,4,"[40, 4, 46]"
2020-03-10,8,"[8, 61, 60, 29]"
2020-03-11,3,[39]
2020-03-12,19,"[37, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29]"
2020-03-13,6,"[4, 9, 10, 28, 29]"
2020-03-16,5,"[40, 33, 34]"
2020-03-17,3,[31]
2020-03-18,2,[26]
2020-03-19,5,[29]
2020-03-23,2,[29]
2020-03-24,1,[20]
2020-03-26,5,"[26, 27]"
2020-03-30,11,"[28, 29]"
2020-03-31,2,[21]
2020-04-01,3,[25]
2020-04-03,3,[19]
2020-04-06,2,[24]
2020-04-07,4,"[24, 9, 10]"
2020-04-08,2,[22]
2020-04-09,7,"[25, 26]"
2020-04-13,2,[38]
2020-04-14,2,[7]
2020-04-15,7,"[4, 21, 22]"
2020-04-16,1,[26]
2020-04-22,6,"[8, 9, 22]"
2020-04-23,4,"[8, 7]"
2020-04-24,2,[26]
2020-04-27,24,"[33, 34, 36, 14, 20, 24]"
2020-04-28,1,[12]
2020-04-29,4,"[30, 31]"
2020-05-05,2,[26]
2020-05-06,7,"[65, 36, 37]"
2020-05-07,3,"[35, 36]"
2020-05-08,1,[23]
2020-05-11,5,"[7, 19, 21, 54, 22]"
2020-05-13,5,"[25, 4, 13]"
2020-05-14,7,[16]
2020-05-15,4,[28]
2020-05-16,3,"[8, 9]"
2020-05-18,3,[23]
2020-05-20,2,[28]
2020-05-22,2,[31]
2020-05-25,3,"[13, 15]"
2020-05-27,2,[44]
2020-05-28,5,"[9, 28, 15]"
2020-05-29,6,"[4, 21]"
2020-06-01,4,"[8, 33, 14]"
2020-06-02,3,[4]
2020-06-03,4,"[10, 28]"
2020-06-04,3,[25]
2020-06-05,1,[25]
2020-06-08,5,"[26, 27]"
2020-06-09,4,"[29, 30]"
2020-06-10,3,"[27, 4, 28]"
2020-06-15,4,"[26, 4]"
2020-06-16,3,"[25, 52]"
2020-06-17,2,[33]
2020-06-18,8,"[16, 35, 4, 14]"
2020-06-19,10,"[33, 34, 4]"
2020-06-22,4,"[4, 22]"
2020-06-23,7,"[26, 4]"
2020-06-24,4,"[33, 4]"
2020-06-25,1,[4]
2020-06-26,1,[4]
2020-06-29,1,[4]
2020-06-30,4,"[25, 4]"
2020-07-01,3,[27]
2020-07-02,7,"[27, 28]"
2020-07-06,5,"[27, 30, 31]"
2020-07-07,2,[28]
2020-07-08,2,[24]
2020-07-09,6,"[24, 25]"
2020-07-10,1,[50]
2020-07-13,10,"[4, 38, 9, 10, 22]"
2020-07-15,3,"[41, 43]"
2020-07-16,7,[22]
2020-07-17,1,[12]
2020-07-20,3,[21]
2020-07-21,2,[36]
2020-07-22,5,"[26, 27]"
2020-07-23,7,"[42, 29]"
2020-07-27,3,"[21, 7]"
2020-07-28,3,"[4, 6]"
2020-07-29,6,"[21, 22]"
2020-07-30,3,"[48, 45, 47]"
2020-07-31,9,"[26, 27]"
2020-08-03,7,"[22, 23]"
2020-08-04,31,"[5, 8, 9, 10, 11, 44]"
2020-08-06,1,[34]
2020-08-07,2,[27]
2020-08-10,11,"[32, 33, 7, 8, 31]"
2020-08-11,8,[29]
2020-08-12,3,"[48, 93]"
2020-08-13,4,"[52, 53]"
2020-08-14,24,"[36, 42, 43, 49, 51, 52]"
2020-08-17,5,"[30, 31]"
2020-08-18,7,"[37, 36, 13]"
2020-08-19,5,"[34, 5]"
2020-08-20,10,"[10, 35]"
2020-08-21,12,"[46, 47]"
2020-08-24,10,"[34, 6, 7]"
